DCorr,MGC,n,dataset
0.119,0.1,20,linear
0.1,0.093,20,linear
0.262,0.274,20,linear
0.303,0.274,20,linear
0.305,0.338,20,linear
0.496,0.481,20,linear
0.154,0.186,20,linear
0.54,0.585,20,linear
0.547,0.555,20,linear
0.117,0.124,20,linear
0.077,0.09,20,linear
0.034,0.045,20,linear
0.365,0.33,20,linear
0.509,0.483,20,linear
0.608,0.612,20,linear
0.049,0.046,20,linear
0.495,0.525,20,linear
0.32,0.356,20,linear
0.383,0.361,20,linear
0.433,0.455,20,linear
0.02,0.033,20,linear
0.176,0.164,20,linear
0.01,0.023,20,linear
0.03,0.025,20,linear
0.498,0.467,20,linear
0.118,0.133,20,linear
0.052,0.068,20,linear
0.636,0.662,20,linear
0.105,0.093,20,linear
0.104,0.122,20,linear
0.332,0.339,20,linear
0.022,0.029,20,linear
0.154,0.145,20,linear
0.009,0.009,20,linear
0.82,0.818,20,linear
0.026,0.05,20,linear
0.397,0.429,20,linear
0.182,0.185,20,linear
0.049,0.052,20,linear
0.143,0.17,20,linear
0.22,0.239,20,linear
0.292,0.27,20,linear
0.039,0.056,20,linear
0.208,0.225,20,linear
0.399,0.389,20,linear
0.077,0.098,20,linear
0.553,0.525,20,linear
0.316,0.305,20,linear
0.344,0.401,20,linear
0.441,0.499,20,linear
0.153,0.037,20,linear
0.009,0.01,20,linear
0.08,0.082,20,linear
0.037,0.043,20,linear
0.537,0.556,20,linear
0.2,0.203,20,linear
0.378,0.379,20,linear
0.275,0.26,20,linear
0.113,0.102,20,linear
0.019,0.027,20,linear
0.115,0.126,20,linear
0.065,0.021,20,linear
0.733,0.706,20,linear
0.073,0.029,20,linear
0.818,0.824,20,linear
0.156,0.165,20,linear
0.296,0.281,20,linear
0.093,0.11,20,linear
0.16,0.164,20,linear
0.446,0.425,20,linear
0.686,0.65,20,linear
0.138,0.156,20,linear
0.318,0.338,20,linear
0.16,0.146,20,linear
0.467,0.467,20,linear
0.609,0.612,20,linear
0.336,0.346,20,linear
0.676,0.674,20,linear
0.009,0.007,20,linear
0.07,0.061,20,linear
0.214,0.222,20,linear
0.67,0.656,20,linear
0.218,0.269,20,linear
0.034,0.043,20,linear
0.819,0.819,20,linear
0.889,0.893,20,linear
0.373,0.365,20,linear
0.668,0.663,20,linear
0.173,0.196,20,linear
0.276,0.264,20,linear
0.262,0.24,20,linear
0.398,0.418,20,linear
0.482,0.492,20,linear
0.004,0.016,20,linear
0.158,0.165,20,linear
0.279,0.292,20,linear
0.457,0.453,20,linear
0.134,0.134,20,linear
0.214,0.199,20,linear
0.055,0.063,20,linear
0.501,0.51,20,linear
0.021,0.02,20,linear
0.296,0.307,20,linear
0.136,0.129,20,linear
0.127,0.132,20,linear
0.004,0.007,20,linear
0.31,0.32,20,linear
0.124,0.106,20,linear
0.309,0.304,20,linear
0.109,0.112,20,linear
0.055,0.075,20,linear
0.204,0.232,20,linear
0.018,0.029,20,linear
0.079,0.096,20,linear
0.032,0.013,20,linear
0.419,0.444,20,linear
0.1,0.093,20,linear
0.603,0.617,20,linear
0.316,0.303,20,linear
0.4,0.418,20,linear
0.43,0.406,20,linear
0.901,0.903,20,linear
0.314,0.32,20,linear
0.046,0.059,20,linear
0.469,0.461,20,linear
0.036,0.048,20,linear
0.029,0.054,20,linear
0.039,0.049,20,linear
0.044,0.059,20,linear
0.114,0.12,20,linear
0.184,0.173,20,linear
0.021,0.035,20,linear
0.203,0.228,20,linear
0.502,0.498,20,linear
0.447,0.413,20,linear
0.641,0.646,20,linear
0.235,0.231,20,linear
0.231,0.247,20,linear
0.228,0.222,20,linear
0.05,0.054,20,linear
0.102,0.112,20,linear
0.234,0.241,20,linear
0.029,0.033,20,linear
0.087,0.083,20,linear
0.107,0.1,20,linear
0.04,0.05,20,linear
0.192,0.211,20,linear
0.248,0.299,20,linear
0.559,0.519,20,linear
0.343,0.362,20,linear
0.055,0.055,20,linear
0.3,0.318,20,linear
0.008,0.019,20,linear
0.096,0.113,20,linear
0.829,0.832,20,linear
0.144,0.115,20,linear
0.127,0.135,20,linear
0.083,0.099,20,linear
0.729,0.753,20,linear
0.599,0.613,20,linear
0.016,0.027,20,linear
0.021,0.012,20,linear
0.483,0.509,20,linear
0.413,0.397,20,linear
0.012,0.022,20,linear
0.214,0.201,20,linear
0.085,0.072,20,linear
0.068,0.074,20,linear
0.069,0.085,20,linear
0.049,0.048,20,linear
0.128,0.133,20,linear
0.246,0.234,20,linear
0.838,0.818,20,linear
0.664,0.674,20,linear
0.896,0.896,20,linear
0.01,0.012,20,linear
0.269,0.293,20,linear
0.284,0.275,20,linear
0.513,0.511,20,linear
0.407,0.399,20,linear
0.415,0.439,20,linear
0.007,0.015,20,linear
0.639,0.618,20,linear
0.172,0.187,20,linear
0.305,0.28,20,linear
0.059,0.069,20,linear
0.356,0.39,20,linear
0.024,0.041,20,linear
0.148,0.161,20,linear
0.102,0.099,20,linear
0.608,0.603,20,linear
0.376,0.347,20,linear
0.059,0.08,20,linear
0.001,0.002,20,linear
0.02,0.006,20,linear
0.033,0.035,20,linear
0.503,0.495,20,linear
0.045,0.042,20,linear
0.108,0.112,20,linear
0.072,0.074,20,linear
0.128,0.139,20,linear
0.088,0.034,20,linear
0.141,0.143,20,linear
0.247,0.241,20,linear
0.675,0.679,20,linear
0.079,0.094,20,linear
0.125,0.121,20,linear
0.782,0.792,20,linear
0.102,0.09,20,linear
0.085,0.101,20,linear
0.787,0.75,20,linear
0.317,0.335,20,linear
0.261,0.28,20,linear
0.057,0.063,20,linear
0.003,0.018,20,linear
0.114,0.095,20,linear
0.774,0.781,20,linear
0.07,0.075,20,linear
0.231,0.218,20,linear
0.24,0.283,20,linear
0.257,0.261,20,linear
0.038,0.053,20,linear
0.596,0.628,20,linear
0.492,0.518,20,linear
0.066,0.067,20,linear
0.719,0.723,20,linear
0.196,0.216,20,linear
0.216,0.196,20,linear
0.418,0.43,20,linear
0.36,0.396,20,linear
0.124,0.101,20,linear
0.12,0.119,20,linear
0.652,0.681,20,linear
0.529,0.544,20,linear
0.626,0.626,20,linear
0.217,0.206,20,linear
0.077,0.076,20,linear
0.181,0.181,20,linear
0.879,0.883,20,linear
0.367,0.385,20,linear
0.361,0.366,20,linear
0.226,0.218,20,linear
0.425,0.411,20,linear
0.162,0.174,20,linear
0.094,0.101,20,linear
0.017,0.007,20,linear
0.005,0.008,20,linear
0.405,0.431,20,linear
0.325,0.336,20,linear
0.239,0.253,20,linear
0.69,0.701,20,linear
0.497,0.531,20,linear
0.007,0.022,20,linear
0.416,0.433,20,linear
0.624,0.621,20,linear
0.028,0.043,20,linear
0.483,0.519,20,linear
0.41,0.381,20,linear
0.012,0.009,20,linear
0.215,0.214,20,linear
0.091,0.111,20,linear
0.295,0.292,20,linear
0.028,0.051,20,linear
0.037,0.019,20,linear
0.47,0.506,20,linear
0.303,0.3,20,linear
0.363,0.364,20,linear
0.133,0.141,20,linear
0.021,0.028,20,linear
0.786,0.783,20,linear
0.084,0.106,20,linear
0.991,0.987,20,linear
0.39,0.394,20,linear
0.049,0.049,20,linear
0.055,0.054,20,linear
0.001,0.001,20,linear
0.202,0.22,20,linear
0.189,0.2,20,linear
0.46,0.482,20,linear
0.199,0.223,20,linear
0.149,0.147,20,linear
0.654,0.67,20,linear
0.497,0.496,20,linear
0.141,0.145,20,linear
0.461,0.478,20,linear
0.008,0.01,20,linear
0.208,0.186,20,linear
0.117,0.149,20,linear
0.492,0.457,20,linear
0.055,0.059,20,linear
0.553,0.525,20,linear
0.38,0.376,20,linear
0.128,0.114,20,linear
0.075,0.087,20,linear
0.172,0.178,20,linear
0.044,0.06,20,linear
0.227,0.198,20,linear
0.216,0.215,20,linear
0.299,0.296,20,linear
0.052,0.013,20,linear
0.779,0.759,20,linear
0.009,0.004,20,linear
0.376,0.368,20,linear
0.106,0.099,20,linear
0.019,0.016,20,linear
0.123,0.137,20,linear
0.599,0.618,20,linear
0.169,0.182,20,linear
0.229,0.213,20,linear
0.273,0.279,20,linear
0.183,0.17,20,linear
0.238,0.208,20,linear
0.081,0.075,20,linear
0.275,0.287,20,linear
0.084,0.083,20,linear
0.073,0.082,20,linear
0.376,0.379,20,linear
0.253,0.279,20,linear
0.262,0.269,20,linear
0.278,0.278,20,linear
0.587,0.582,20,linear
0.18,0.191,20,linear
0.513,0.488,20,linear
0.268,0.263,20,linear
0.469,0.437,20,linear
0.219,0.216,20,linear
0.108,0.127,20,linear
0.539,0.5,20,linear
0.256,0.217,20,linear
0.075,0.076,20,linear
0.025,0.035,20,linear
0.04,0.052,20,linear
0.387,0.376,20,linear
0.11,0.102,20,linear
0.004,0.006,20,linear
0.258,0.259,20,linear
0.325,0.327,20,linear
0.016,0.04,20,linear
0.635,0.636,20,linear
0.238,0.211,20,linear
0.658,0.653,20,linear
0.127,0.111,20,linear
0.06,0.062,20,linear
0.644,0.644,20,linear
0.26,0.267,20,linear
0.586,0.602,20,linear
0.077,0.081,20,linear
0.879,0.869,20,linear
0.508,0.518,20,linear
0.388,0.352,20,linear
0.318,0.349,20,linear
0.179,0.176,20,linear
0.226,0.204,20,linear
0.922,0.936,20,linear
0.226,0.242,20,linear
0.033,0.052,20,linear
0.099,0.098,20,linear
0.284,0.307,20,linear
0.166,0.166,20,linear
0.542,0.517,20,linear
0.29,0.293,20,linear
0.475,0.476,20,linear
0.28,0.268,20,linear
0.825,0.82,20,linear
0.813,0.808,20,linear
0.123,0.159,20,linear
0.196,0.202,20,linear
0.752,0.757,20,linear
0.133,0.122,20,linear
0.323,0.332,20,linear
0.012,0.038,20,linear
0.808,0.777,20,linear
0.305,0.322,20,linear
0.634,0.586,20,linear
0.297,0.317,20,linear
0.197,0.192,20,linear
0.076,0.077,20,linear
0.126,0.142,20,linear
0.296,0.248,20,linear
0.228,0.207,20,linear
0.63,0.651,20,linear
0.113,0.124,20,linear
0.154,0.154,20,linear
0.1,0.085,20,linear
0.122,0.129,20,linear
0.598,0.591,20,linear
0.189,0.209,20,linear
0.57,0.562,20,linear
0.326,0.317,20,linear
0.082,0.097,20,linear
0.009,0.004,20,linear
0.494,0.543,20,linear
0.198,0.205,20,linear
0.158,0.167,20,linear
0.088,0.093,20,linear
0.056,0.089,20,linear
0.184,0.172,20,linear
0.616,0.645,20,linear
0.026,0.05,20,linear
0.263,0.259,20,linear
0.109,0.12,20,linear
0.065,0.071,20,linear
0.567,0.56,20,linear
0.277,0.24,20,linear
0.003,0.006,20,linear
0.375,0.387,20,linear
0.329,0.333,20,linear
0.292,0.28,20,linear
0.269,0.243,20,linear
0.056,0.008,20,linear
0.398,0.405,20,linear
0.192,0.184,20,linear
0.048,0.071,20,linear
0.014,0.021,20,linear
0.195,0.181,20,linear
0.199,0.202,20,linear
0.896,0.918,20,linear
0.074,0.07,20,linear
0.083,0.114,20,linear
0.359,0.377,20,linear
0.228,0.24,20,linear
0.09,0.092,20,linear
0.097,0.104,20,linear
0.107,0.124,20,linear
0.319,0.337,20,linear
0.213,0.187,20,linear
0.06,0.057,20,linear
0.403,0.409,20,linear
0.36,0.376,20,linear
0.124,0.114,20,linear
0.098,0.081,20,linear
0.22,0.229,20,linear
0.628,0.649,20,linear
0.243,0.24,20,linear
0.487,0.499,20,linear
0.447,0.443,20,linear
0.37,0.343,20,linear
0.143,0.142,20,linear
0.189,0.179,20,linear
0.069,0.072,20,linear
0.147,0.171,20,linear
0.06,0.065,20,linear
0.101,0.101,20,linear
0.302,0.3,20,linear
0.232,0.228,20,linear
0.258,0.241,20,linear
0.155,0.156,20,linear
0.003,0.002,20,linear
0.415,0.372,20,linear
0.153,0.157,20,linear
0.878,0.882,20,linear
0.866,0.839,20,linear
0.777,0.786,20,linear
0.08,0.09,20,linear
0.146,0.175,20,linear
0.478,0.49,20,linear
0.099,0.101,20,linear
0.957,0.951,20,linear
0.264,0.263,20,linear
0.146,0.14,20,linear
0.373,0.392,20,linear
0.08,0.117,20,linear
0.269,0.272,20,linear
0.291,0.263,20,linear
0.121,0.131,20,linear
0.208,0.213,20,linear
0.205,0.191,20,linear
0.026,0.017,20,linear
0.645,0.638,20,linear
0.249,0.247,20,linear
0.269,0.276,20,linear
0.139,0.176,20,linear
0.128,0.131,20,linear
0.33,0.388,20,linear
0.232,0.219,20,linear
0.339,0.346,20,linear
0.332,0.367,20,linear
0.011,0.012,20,linear
0.447,0.421,20,linear
0.151,0.145,20,linear
0.055,0.057,20,linear
0.68,0.668,20,linear
0.586,0.613,20,linear
0.353,0.366,20,linear
0.489,0.495,20,linear
0.078,0.055,20,linear
0.041,0.043,20,linear
0.412,0.408,20,linear
0.416,0.428,20,linear
0.574,0.577,20,linear
0.262,0.277,20,linear
0.5,0.507,20,linear
0.07,0.081,20,linear
0.502,0.493,20,linear
0.107,0.132,20,linear
0.025,0.03,20,linear
0.124,0.153,20,linear
0.013,0.012,20,linear
0.093,0.07,20,linear
0.621,0.638,20,linear
0.473,0.457,20,linear
0.583,0.555,20,linear
0.159,0.185,20,linear
0.096,0.125,20,linear
0.542,0.544,20,linear
0.209,0.246,20,linear
0.772,0.793,20,linear
0.005,0.006,20,linear
0.739,0.76,20,linear
0.074,0.092,20,linear
0.313,0.302,20,linear
0.326,0.337,20,linear
0.159,0.164,20,linear
0.153,0.171,20,linear
0.022,0.011,20,linear
0.118,0.114,20,linear
0.391,0.389,20,linear
0.403,0.431,20,linear
0.079,0.092,20,linear
0.741,0.72,20,linear
0.003,0.001,20,linear
0.266,0.297,20,linear
0.086,0.072,20,linear
0.518,0.517,20,linear
0.439,0.461,20,linear
0.688,0.685,20,linear
0.19,0.219,20,linear
0.304,0.31,20,linear
0.258,0.232,20,linear
0.193,0.2,20,linear
0.053,0.053,20,linear
0.35,0.374,20,linear
0.138,0.106,20,linear
0.92,0.927,20,linear
0.448,0.444,20,linear
0.052,0.069,20,linear
0.098,0.075,20,linear
0.121,0.108,20,linear
0.516,0.512,20,linear
0.091,0.103,20,linear
0.179,0.167,20,linear
0.277,0.303,20,linear
0.314,0.285,20,linear
0.74,0.76,20,linear
0.087,0.114,20,linear
0.002,0.001,20,linear
0.078,0.081,20,linear
0.305,0.347,20,linear
0.013,0.024,20,linear
0.095,0.104,20,linear
0.595,0.58,20,linear
0.666,0.673,20,linear
0.825,0.834,20,linear
0.075,0.107,20,linear
0.062,0.062,20,linear
0.176,0.203,20,linear
0.01,0.018,20,linear
0.714,0.745,20,linear
0.858,0.835,20,linear
0.526,0.499,20,linear
0.051,0.062,20,linear
0.088,0.035,20,linear
0.009,0.027,20,linear
0.44,0.427,20,linear
0.078,0.091,20,linear
0.849,0.847,20,linear
0.503,0.472,20,linear
0.711,0.698,20,linear
0.03,0.012,20,linear
0.414,0.393,20,linear
0.198,0.222,20,linear
0.154,0.139,20,linear
0.809,0.797,20,linear
0.302,0.294,20,linear
0.034,0.044,20,linear
0.183,0.173,20,linear
0.237,0.243,20,linear
0.143,0.126,20,linear
0.289,0.29,20,linear
0.552,0.568,20,linear
0.02,0.041,20,linear
0.283,0.274,20,linear
0.097,0.099,20,linear
0.778,0.8,20,linear
0.105,0.13,20,linear
0.46,0.453,20,linear
0.296,0.272,20,linear
0.216,0.21,20,linear
0.518,0.518,20,linear
0.56,0.584,20,linear
0.431,0.422,20,linear
0.103,0.104,20,linear
0.098,0.103,20,linear
0.134,0.125,20,linear
0.015,0.006,20,linear
0.323,0.339,20,linear
0.476,0.456,20,linear
0.069,0.029,20,linear
0.976,0.974,20,linear
0.558,0.53,20,linear
0.086,0.109,20,linear
0.268,0.266,20,linear
0.134,0.116,20,linear
0.588,0.557,20,linear
0.704,0.708,20,linear
0.031,0.04,20,linear
0.293,0.296,20,linear
0.571,0.557,20,linear
0.035,0.06,20,linear
0.512,0.496,20,linear
0.202,0.16,20,linear
0.18,0.212,20,linear
0.123,0.108,20,linear
0.374,0.409,20,linear
0.193,0.216,20,linear
0.064,0.083,20,linear
0.222,0.22,20,linear
0.525,0.498,20,linear
0.044,0.061,20,linear
0.633,0.638,20,linear
0.832,0.784,20,linear
0.597,0.589,20,linear
0.428,0.402,20,linear
0.572,0.615,20,linear
0.137,0.147,20,linear
0.642,0.691,20,linear
0.417,0.403,20,linear
0.145,0.142,20,linear
0.585,0.594,20,linear
0.041,0.049,20,linear
0.184,0.174,20,linear
0.093,0.1,20,linear
0.126,0.127,20,linear
0.074,0.073,20,linear
0.202,0.175,20,linear
0.023,0.016,20,linear
0.144,0.157,20,linear
0.139,0.028,20,linear
0.139,0.152,20,linear
0.132,0.132,20,linear
0.51,0.512,20,linear
0.047,0.071,20,linear
0.341,0.321,20,linear
0.016,0.011,20,linear
0.321,0.329,20,linear
0.357,0.331,20,linear
0.039,0.03,20,linear
0.499,0.514,20,linear
0.016,0.016,20,linear
0.054,0.053,20,linear
0.934,0.95,20,linear
0.109,0.102,20,linear
0.197,0.185,20,linear
0.065,0.073,20,linear
0.063,0.065,20,linear
0.322,0.346,20,linear
0.738,0.772,20,linear
0.206,0.203,20,linear
0.076,0.08,20,linear
0.092,0.122,20,linear
0.099,0.117,20,linear
0.158,0.173,20,linear
0.118,0.133,20,linear
0.347,0.357,20,linear
0.076,0.065,20,linear
0.279,0.267,20,linear
0.099,0.104,20,linear
0.129,0.107,20,linear
0.025,0.021,20,linear
0.194,0.196,20,linear
0.605,0.595,20,linear
0.385,0.331,20,linear
0.372,0.373,20,linear
0.013,0.022,20,linear
0.116,0.119,20,linear
0.28,0.29,20,linear
0.397,0.419,20,linear
0.093,0.114,20,linear
0.055,0.062,20,linear
0.325,0.311,20,linear
0.113,0.084,20,linear
0.028,0.007,20,linear
0.473,0.476,20,linear
0.056,0.043,20,linear
0.593,0.617,20,linear
0.357,0.369,20,linear
0.143,0.151,20,linear
0.382,0.343,20,linear
0.711,0.677,20,linear
0.249,0.23,20,linear
0.23,0.22,20,linear
0.054,0.064,20,linear
0.559,0.584,20,linear
0.683,0.703,20,linear
0.159,0.152,20,linear
0.259,0.276,20,linear
0.113,0.022,20,linear
0.715,0.719,20,linear
0.856,0.835,20,linear
0.287,0.306,20,linear
0.461,0.472,20,linear
0.122,0.14,20,linear
0.067,0.062,20,linear
0.046,0.042,20,linear
0.199,0.188,20,linear
0.167,0.156,20,linear
0.164,0.151,20,linear
0.748,0.719,20,linear
0.286,0.287,20,linear
0.243,0.238,20,linear
0.07,0.064,20,linear
0.111,0.125,20,linear
0.151,0.14,20,linear
0.235,0.213,20,linear
0.296,0.3,20,linear
0.019,0.031,20,linear
0.009,0.01,20,linear
0.524,0.513,20,linear
0.151,0.161,20,linear
0.132,0.109,20,linear
0.355,0.347,20,linear
0.586,0.553,20,linear
0.233,0.21,20,linear
0.175,0.177,20,linear
0.434,0.444,20,linear
0.031,0.042,20,linear
0.4,0.393,20,linear
0.273,0.25,20,linear
0.061,0.059,20,linear
0.19,0.21,20,linear
0.204,0.187,20,linear
0.028,0.046,20,linear
0.424,0.418,20,linear
0.592,0.612,20,linear
0.818,0.794,20,linear
0.014,0.038,20,linear
0.482,0.487,20,linear
0.61,0.589,20,linear
0.308,0.315,20,linear
0.044,0.054,20,linear
0.193,0.196,20,linear
0.467,0.499,20,linear
0.019,0.042,20,linear
0.602,0.622,20,linear
0.206,0.207,20,linear
0.006,0.005,20,linear
0.064,0.072,20,linear
0.195,0.177,20,linear
0.247,0.241,20,linear
0.599,0.607,20,linear
0.114,0.127,20,linear
0.507,0.482,20,linear
0.532,0.519,20,linear
0.217,0.216,20,linear
0.129,0.141,20,linear
0.314,0.284,20,linear
0.513,0.529,20,linear
0.043,0.049,20,linear
0.314,0.293,20,linear
0.026,0.032,20,linear
0.127,0.132,20,linear
0.365,0.398,20,linear
0.675,0.712,20,linear
0.073,0.083,20,linear
0.115,0.134,20,linear
0.114,0.128,20,linear
0.008,0.021,20,linear
0.529,0.531,20,linear
0.165,0.162,20,linear
0.058,0.063,20,linear
0.283,0.28,20,linear
0.586,0.568,20,linear
0.093,0.093,20,linear
0.894,0.887,20,linear
0.525,0.532,20,linear
0.7,0.718,20,linear
0.515,0.516,20,linear
0.014,0.039,20,linear
0.786,0.788,20,linear
0.009,0.002,20,linear
0.03,0.05,20,linear
0.548,0.545,20,linear
0.908,0.906,20,linear
0.258,0.264,20,linear
0.077,0.075,20,linear
0.015,0.025,20,linear
0.342,0.33,20,linear
0.204,0.211,20,linear
0.598,0.616,20,linear
0.138,0.124,20,linear
0.742,0.76,20,linear
0.01,0.02,20,linear
0.53,0.529,20,linear
0.174,0.173,20,linear
0.097,0.077,20,linear
0.068,0.024,20,linear
0.118,0.122,20,linear
0.333,0.296,20,linear
0.077,0.079,20,linear
0.054,0.066,20,linear
0.006,0.006,20,linear
0.171,0.174,20,linear
0.252,0.268,20,linear
0.025,0.032,20,linear
0.092,0.107,20,linear
0.358,0.362,20,linear
0.157,0.176,20,linear
0.134,0.162,20,linear
0.838,0.81,20,linear
0.098,0.097,20,linear
0.719,0.704,20,linear
0.368,0.413,20,linear
0.869,0.866,20,linear
0.591,0.591,20,linear
0.058,0.063,20,linear
0.016,0.013,20,linear
0.243,0.221,20,linear
0.025,0.011,20,linear
0.098,0.111,20,linear
0.067,0.063,20,linear
0.126,0.017,20,linear
0.191,0.182,20,linear
0.02,0.033,20,linear
0.298,0.354,20,linear
0.242,0.278,20,linear
0.13,0.126,20,linear
0.409,0.4,20,linear
0.572,0.597,20,linear
0.366,0.37,20,linear
0.113,0.115,20,linear
0.042,0.05,20,linear
0.27,0.267,20,linear
0.261,0.228,20,linear
0.625,0.588,20,linear
0.065,0.08,20,linear
0.835,0.848,20,linear
0.328,0.334,20,linear
0.345,0.336,20,linear
0.084,0.082,20,linear
0.114,0.146,20,linear
0.102,0.13,20,linear
0.09,0.103,20,linear
0.19,0.192,20,linear
0.091,0.089,20,linear
0.355,0.338,20,linear
0.267,0.277,20,linear
0.768,0.735,20,linear
0.122,0.138,20,linear
0.144,0.138,20,linear
0.638,0.603,20,linear
0.282,0.268,20,linear
0.647,0.647,20,linear
0.814,0.824,20,linear
0.35,0.363,20,linear
0.645,0.646,20,linear
0.222,0.222,20,linear
0.267,0.259,20,linear
0.033,0.02,20,linear
0.589,0.6,20,linear
0.428,0.424,20,linear
0.391,0.373,20,linear
0.391,0.395,20,linear
0.096,0.096,20,linear
0.16,0.169,20,linear
0.13,0.131,20,linear
0.136,0.158,20,linear
0.699,0.673,20,linear
0.208,0.187,20,linear
0.076,0.084,20,linear
0.083,0.084,20,linear
0.51,0.534,20,linear
0.097,0.113,20,linear
0.132,0.137,20,linear
0.194,0.194,20,linear
0.045,0.056,20,linear
0.45,0.428,20,linear
0.003,0.001,20,linear
0.484,0.488,20,linear
0.349,0.361,20,linear
0.145,0.17,20,linear
0.118,0.104,20,linear
0.948,0.941,20,linear
0.086,0.106,20,linear
0.921,0.944,20,linear
0.221,0.241,20,linear
0.94,0.93,20,linear
0.037,0.035,20,linear
0.339,0.334,20,linear
0.144,0.151,20,linear
0.124,0.138,20,linear
0.057,0.073,20,linear
0.23,0.215,20,linear
0.682,0.707,20,linear
0.444,0.427,20,linear
0.599,0.584,20,linear
0.365,0.312,20,linear
0.15,0.142,20,linear
0.112,0.116,20,linear
0.105,0.111,20,linear
0.127,0.117,20,linear
0.239,0.242,20,linear
0.182,0.183,20,linear
0.101,0.119,20,linear
0.072,0.084,20,linear
0.274,0.294,20,linear
0.108,0.112,20,linear
0.201,0.207,20,linear
0.172,0.173,20,linear
0.312,0.35,20,linear
0.174,0.176,20,linear
0.145,0.174,20,linear
0.11,0.108,20,linear
0.751,0.744,20,linear
0.001,0.001,20,linear
0.186,0.179,20,linear
0.956,0.948,20,linear
0.762,0.802,20,linear
0.239,0.232,20,linear
0.077,0.075,20,linear
0.219,0.197,20,linear
0.08,0.097,20,linear
0.174,0.164,20,linear
0.392,0.364,20,linear
0.613,0.611,20,linear
0.253,0.235,20,linear
0.038,0.018,20,linear
0.259,0.258,20,nonlinear
0.427,0.44,20,nonlinear
0.183,0.166,20,nonlinear
0.883,0.871,20,nonlinear
0.529,0.533,20,nonlinear
0.12,0.104,20,nonlinear
0.223,0.207,20,nonlinear
0.373,0.364,20,nonlinear
0.646,0.605,20,nonlinear
0.689,0.709,20,nonlinear
0.095,0.106,20,nonlinear
0.779,0.795,20,nonlinear
0.025,0.035,20,nonlinear
0.106,0.115,20,nonlinear
0.15,0.142,20,nonlinear
0.151,0.17,20,nonlinear
0.974,0.989,20,nonlinear
0.014,0.012,20,nonlinear
0.133,0.151,20,nonlinear
0.26,0.235,20,nonlinear
0.174,0.164,20,nonlinear
0.408,0.421,20,nonlinear
0.335,0.319,20,nonlinear
0.35,0.308,20,nonlinear
0.979,0.986,20,nonlinear
0.861,0.839,20,nonlinear
0.45,0.445,20,nonlinear
0.252,0.262,20,nonlinear
0.399,0.395,20,nonlinear
0.733,0.724,20,nonlinear
0.24,0.231,20,nonlinear
0.574,0.541,20,nonlinear
0.118,0.113,20,nonlinear
0.888,0.9,20,nonlinear
0.471,0.454,20,nonlinear
0.381,0.387,20,nonlinear
0.247,0.224,20,nonlinear
0.861,0.86,20,nonlinear
0.005,0.003,20,nonlinear
0.547,0.529,20,nonlinear
0.248,0.263,20,nonlinear
0.782,0.765,20,nonlinear
0.768,0.793,20,nonlinear
0.46,0.459,20,nonlinear
0.793,0.828,20,nonlinear
0.939,0.942,20,nonlinear
0.285,0.287,20,nonlinear
0.081,0.107,20,nonlinear
0.169,0.166,20,nonlinear
0.257,0.253,20,nonlinear
0.648,0.594,20,nonlinear
0.164,0.2,20,nonlinear
0.672,0.713,20,nonlinear
0.576,0.598,20,nonlinear
0.414,0.364,20,nonlinear
0.908,0.895,20,nonlinear
0.894,0.898,20,nonlinear
0.87,0.871,20,nonlinear
0.166,0.159,20,nonlinear
0.549,0.539,20,nonlinear
0.304,0.291,20,nonlinear
0.979,0.979,20,nonlinear
0.948,0.956,20,nonlinear
0.971,0.982,20,nonlinear
0.914,0.906,20,nonlinear
0.729,0.727,20,nonlinear
0.791,0.793,20,nonlinear
0.76,0.744,20,nonlinear
0.072,0.074,20,nonlinear
0.069,0.028,20,nonlinear
0.494,0.545,20,nonlinear
0.761,0.721,20,nonlinear
0.106,0.116,20,nonlinear
0.806,0.823,20,nonlinear
0.163,0.158,20,nonlinear
0.555,0.558,20,nonlinear
0.658,0.681,20,nonlinear
0.467,0.455,20,nonlinear
0.943,0.955,20,nonlinear
0.583,0.575,20,nonlinear
0.276,0.313,20,nonlinear
0.871,0.83,20,nonlinear
0.377,0.359,20,nonlinear
0.196,0.19,20,nonlinear
0.4,0.429,20,nonlinear
0.226,0.228,20,nonlinear
0.374,0.39,20,nonlinear
0.284,0.256,20,nonlinear
0.435,0.439,20,nonlinear
0.496,0.488,20,nonlinear
0.483,0.483,20,nonlinear
0.053,0.009,20,nonlinear
0.299,0.291,20,nonlinear
0.988,0.988,20,nonlinear
0.474,0.475,20,nonlinear
0.702,0.705,20,nonlinear
0.038,0.035,20,nonlinear
0.173,0.161,20,nonlinear
